id,sentiment,review
1,1,江苏新宁现代物流股份有限公司关于全资子公司租赁仓库发生火灾事故的公告本公司及董事会全体成员保证信息披露的内容真实、准确和完整，没有虚假记载、误导性陈述或者重大遗漏。江苏新宁现代物流股份有限公司（以下简称“公司”）全资子公司深圳市新宁现代物流有限公司（以下简称“深圳新宁”）租赁了五个仓库用于生产经营使用，各仓库均独立运营。其中位于深圳市坪山新区兰竹东路八号的仓库于2015年12月22日20时左右发生火灾事故。本次火灾事故致使该仓库中约2200M2面积所存放的电子零配件受损。本次火灾未造成人员伤亡，火灾原因相关部门正在调查中，具体损失尚在统计中，公司已向投保保险公司报案，目前保险公司正对事故损失进行评定中。本次事故对深圳新宁的生产经营会产生一定影响，但其业务开展均正常运营中，对公司全年业绩可能产生一定的影响。公司已启动应急响应方案，成立现场指挥部，抓紧后续调查、统计和理赔等工作，防止再次发生类似事故。特此公告。江苏新宁现代物流股份有限公司董事会2015年12月24日
2,1,浙江九洲药业股份有限公司关于临海分公司安全事故的进展公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。2015年1月17日，公司下属临海分公司发生一起安全事故，1名员工被送至当地医疗机构进行救治，经救治无效死亡。本公司于2015年1月19日发布了《浙江九洲药业股份有限公司关于临海分公司发生安全事故的公告》，公告编号：2015-002。近日，公司收到临海市安全生产监督管理局出具的临安监管罚【2015】20-1号行政处罚决定书，认定该事故为一般生产安全责任事故，临海分公司对此次事故的发生负有责任。依据《中国人民共和国安全生产法》第一百零九条第（一）项的规定，决定给予浙江九洲药业股份有限公司临海分公司处以罚款二十二万元的行政处罚。临海分公司已于规定时限内缴纳了该罚款。公司预计该事故不会对公司的生产经营和业绩产生较大影响。特此公告。浙江九洲药业股份有限公司董事会二零一五年四月二十二日
3,1,青岛天华院化学工程股份有限公司关于全资子公司天华化工机械及自动化研究设计院有限公司安全事故的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。2015年10月13日，公司全资子公司天华化工机械及自动化研究设计院有限公司（以下简称“天华院有限公司”）橡胶机械研究所实验室在进行模拟试验时意外发生爆炸，造成两名实验人员受伤，目前伤员已送往医院救治，事故原因正在调查之中。事故发生后，天华院有限公司立即启动应急救援预案，开展应急处置工作，并按国家相关规定和程序及时向有关部门进行报告，同时按当地政府及有关部门的要求，在全公司范围内进一步组织开展安全隐患的排查工作。本次事故未对公司的科研生产经营工作造成影响，对公司2015年度经营业绩影响很小。提醒广大投资者注意投资风险。特此公告。青岛天华院化学工程股份有限公司董事会2015年10月15日
4,1,江苏长青农化股份有限公司关于半成品仓库发生爆燃事故的公告本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。2015年4月27日下午15时许，江苏长青农化股份有限公司（以下简称“公司”）位于江都经济开发区三江大道以北的一座半成品仓库发生爆燃事故，未造成人员伤亡。事故发生后，公司立即启动应急预案，公司管理层和相关部门迅速赶往现场，组织指挥救火，现场清理工作正在有序开展。该仓库所属区域为公司独立仓储区，无生产车间，本次事故未对公司生产造成影响。此次爆燃涉及的库房、存货均已向中国人民财产保险股份有限公司投保财产险，本次事故的损失预计约为500万元，公司已将事故情况通知保险公司，具体事故原因和损失情况正在调查之中。本次事故的发生不会对公司生产经营产生重大影响，公司将对事故具体情况进行后续公告。特此公告。江苏长青农化股份有限公司董事会二〇一五年四月二十八日
5,1,公司债券简称：安债暂停安源煤业集团股份有限公司关于下属安源煤矿安全事故进展情况的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。2018年9月19日凌晨2时35分左右，公司下属安源煤矿采四区331工作面发生一起工作面顶板垮冒事故（见公司在上海证券交易所网站披露的2018-045公告）。这次事故造成2人死亡。事故发生后，公司责令安源煤矿停产整顿。经组织复查验收合格并向安全监管部门申请，当地煤矿安全监督管理部门确认安源煤矿恢复为三级标准化矿井，省安全生产监督管理部门同意恢复生产。2018年10月12日，安源煤矿已恢复正常生产。特此公告。安源煤业集团股份有限公司董事会2018年10月16日
6,1,洛阳北方玻璃技术股份有限公司关于子公司发生安全生产事故的公告本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。洛阳北方玻璃技术股份有限公司（以下简称：“公司”）全资子公司洛阳北玻台信风机术有限责任公司（以下简称：“台信风机”）于2018年9月13日下午发生一起安全生产事故，1名员工被叉车碰撞，后经抢救无效死亡。事故发生后，公司立即组织人员进行现场救援，并按相关规定与程序向有关部门进行了报告。目前事故原因还在进一步分析调查中，家属安抚等善后工作正在有序开展。本次事故未对公司生产经营造成重大影响，也未对公司的经营业绩产生较大影响，公司生产经营均正常运行。公司将认真吸取本次事故教训，加强生产安全管理，防止类似事故再次发生。公司将根据该事故的进展情况及时向投资者履行信息披露义务，敬请广大投资者关注公司公告并注意投资风险。公司对本次安全生产事故罹难员工表示沉痛哀悼！对罹难员工家属表示深切慰问！特此公告。洛阳北方玻璃技术股份有限公司2018年9月15日1
7,1,"广东依顿电子科技股份有限公司关于收到保险公司火灾事故赔付款的公告本公司及董事会全体成员保证公告内容的真实、准确和完整，并对公告中的虚假记载、误导性陈述或者重大遗漏承担责任。广东依顿电子科技股份有限公司（以下简称“公司”）厂区内二楼包装车间在2016年2月25日上午10点30分左右发生火灾事故，具体内容详见2016年2月27日刊登在上海证券交易所网站（www.sse.com.cn）及《中国证券报》、《上海证券报》、《证券时报》、《证券日报》上的《关于公司厂区车间火灾事故的公告》（公告编号：2016-002）。根据中山市公安消防支队三角大队火灾事故认定书（山公J消火认字[2016]第0002号），起火原因认定如下：起火部位为一期厂房二层沉银包装房；起火点为沉银包装房空调机位置；起火原因为空调维修加注的R290制冷剂，泄露至空气中，并与空气混合达到爆炸极限。混合气体接触到点火能量发生爆炸并引起火灾。公司已全面开展隐患排查工作，进一步加强公司安全管理，杜绝类似事件再次发生。公司经核查，上述火灾事故造成的存货和设备等资产账面净损失金额为人民币6,867,194.85元。根据公司与中国人民财产保险股份有限公司广东省分公司（以下简称“保险公司”）签订的《损失确认书》，日前公司收到保险公司财产一切险赔付款7,580,000.00元。根据《企业会计准则》的规定，上述保险公司赔付款扣除火灾事故造成的存货和设备等资产账面净损失后的差额人民币712,805.15元计入营业外收入。以上为公司购买的财产一切险的理赔情况，待公司保险理赔工作全部结束后公司将再次履行信息披露义务。特此公告。广东依顿电子科技股份有限公司董事会2017年1月5日"
8,1,主办券商：方正证券广西睿奕新能源股份有限公司关于发生火灾事故的公告本公司及董事会全体成员保证公告内容的真实、准确和完整，没有虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带法律责任。广西睿奕新能源股份有限公司（以下简称“公司”）位于梧州市星裕路9号第5栋第二层包装车间于2016年9月23日22时57分左右发生着火，经梧州市消防大队全力扑救，于2016年9月24凌晨2时23分明火扑灭，其后对现场进行持续喷水降温与泡沫覆盖。此次火灾未造公司人员伤亡，不影响公司正常生产经营。火灾事故具体原因及其造成的具体损失待相关部门调查核实。火灾事故发生后，公司立即启动应急预案，指导灭火工作，组织员工进行生产自救，尽力降低火灾事故损失。公司董事会、管理层将认真吸取火灾事故教训，加强公司生产安全管理，防止类似事故发生。特此公告。广西睿奕新能源股份有限公司董事会2016年9月27日
9,1,苏州科斯伍德油墨股份有限公司关于火灾事故的公告本公司及董事会全体成员保证信息披露内容的真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。苏州科斯伍德油墨股份有限公司（以下简称“公司”）厂区内的钢结构简易棚内临时存放的部分物料在2012年10月13日4:50时左右发生火灾事故。经现场勘查初步分析事故原因为电气线路老化所致。本次事故未造成任何人员伤亡，生产设施并未受到重大损失，主要致使相邻的门窗、电气管线及部分生产设备受损。根据初步估算，本次事故造成的直接财产损失不超过公司2011年末净资产的5‰。公司已向保险公司投保了财产保险。本次火灾涉及的财产在保险公司的承保范围之内，目前保险公司正在对事故损失进行评定。公司已成立现场指挥部，启动应急预案，暂停了该条受损生产线的运行，防止次生事故的发生。公司正积极组织事故现场清理，落实生产设备维修与重置事项。同时，公司将进行彻底的安全生产检查，排除安全隐患，确保安全生产。预计短期内即可逐步恢复正常生产。本次事故不会对公司的产品交付及经营业绩产生重大影响，目前公司经营状况正常。特此公告苏州科斯伍德油墨股份有限公司董事会二〇一二年十月十五日
10,1,"山西太钢不锈钢股份有限公司关于公司冷轧厂“5.20”着火事故认定结果的公告本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。2013年5月20日4时40分许，山西太钢不锈钢股份有限公司冷轧厂4号酸洗线厂房顶部采光板发生火灾。相关情况见2013年5月21日公司在《中国证券报》、《证券时报》、《上海证券报》、《证券日报》及巨潮资讯网（http://www.cninfo.com.cn）上刊登的《关于公司冷轧厂“5.20”着火事故的公告》。公安消防部门事故认定结果为：着火原因为冷轧生产线运行过程中产生振动导致2#电解硝酸槽3号电极板与电缆连接处接头松动，接触不良产生高温引燃绝缘层及PPH板，从而引起火灾。此次火灾烧毁10%左右厂房屋顶及两条立面玻璃钢采光带等，直接财产损失1,741,117元。特此公告。山西太钢不锈钢股份有限公司董事会二〇一三年八月九日1"
